clip_id,class_id,freesound_start_time,freesound_end_time,salience,slice_file_name,class_label,hierarchy
118279-8-0-8,8,4.0,8.0,2,118279-8-0-8.wav,siren,"['vehicle', 'vehicle_signal', 'siren']"
137156-9-0-73,9,36.5,40.5,1,137156-9-0-73.wav,street_music,"['human_animal', 'human', 'street_music']"
165645-4-1-0,4,0.8888,1.765905,1,165645-4-1-0.wav,drilling,"['mechanical', 'construction_tools', 'drilling']"
182800-2-2-0,2,25.672099,29.672099,1,182800-2-2-0.wav,children_playing,"['human_animal', 'human', 'children_playing']"
103074-7-0-2,7,4.341279,8.341279,1,103074-7-0-2.wav,jackhammer,"['mechanical', 'construction_tools', 'jackhammer']"
159738-8-0-1,8,1.2469869999999998,5.246987,2,159738-8-0-1.wav,siren,"['vehicle', 'vehicle_signal', 'siren']"
180937-7-4-0,7,463.203523,467.203523,2,180937-7-4-0.wav,jackhammer,"['mechanical', 'construction_tools', 'jackhammer']"
164053-8-1-0,8,13.783876,17.783876,2,164053-8-1-0.wav,siren,"['vehicle', 'vehicle_signal', 'siren']"
159738-8-0-0,8,0.746987,4.746987,2,159738-8-0-0.wav,siren,"['vehicle', 'vehicle_signal', 'siren']"
132016-9-0-11,9,52.161108,56.161108,2,132016-9-0-11.wav,street_music,"['human_animal', 'human', 'street_music']"
182800-2-2-1,2,26.172099,30.172099,1,182800-2-2-1.wav,children_playing,"['human_animal', 'human', 'children_playing']"
180937-7-3-17,7,313.084561,317.084561,2,180937-7-3-17.wav,jackhammer,"['mechanical', 'construction_tools', 'jackhammer']"
125791-3-0-9,3,4.5,8.5,1,125791-3-0-9.wav,dog_bark,"['human_animal', 'animal', 'dog_bark']"
108041-9-0-9,9,4.5,8.5,1,108041-9-0-9.wav,street_music,"['human_animal', 'human', 'street_music']"
197318-6-1-0,6,2.409563,4.216735,1,197318-6-1-0.wav,gun_shot,"['impact', 'hazardous', 'gun_shot']"
118279-8-0-9,8,4.5,8.5,2,118279-8-0-9.wav,siren,"['vehicle', 'vehicle_signal', 'siren']"
191431-9-0-8,9,10.303963,14.303963,1,191431-9-0-8.wav,street_music,"['human_animal', 'human', 'street_music']"
139951-9-0-33,9,16.5,20.5,1,139951-9-0-33.wav,street_music,"['human_animal', 'human', 'street_music']"
113205-5-1-5,5,29.54,33.54,1,113205-5-1-5.wav,engine_idling,"['vehicle', 'vehicle_operation', 'engine_idling']"
180937-7-1-12,7,199.415715,203.415715,1,180937-7-1-12.wav,jackhammer,"['mechanical', 'construction_tools', 'jackhammer']"
180937-7-0-5,7,173.772327,177.772327,1,180937-7-0-5.wav,jackhammer,"['mechanical', 'construction_tools', 'jackhammer']"
157867-8-0-11,8,5.5,9.5,1,157867-8-0-11.wav,siren,"['vehicle', 'vehicle_signal', 'siren']"
99180-9-0-7,9,3.5,7.5,1,99180-9-0-7.wav,street_music,"['human_animal', 'human', 'street_music']"
176787-5-0-8,5,4.0,8.0,1,176787-5-0-8.wav,engine_idling,"['vehicle', 'vehicle_operation', 'engine_idling']"
55020-4-0-10,4,5.351364,9.351364,1,55020-4-0-10.wav,drilling,"['mechanical', 'construction_tools', 'drilling']"
192124-2-0-0,2,0.0,4.0,1,192124-2-0-0.wav,children_playing,"['human_animal', 'human', 'children_playing']"
98223-7-1-0,7,10.263682,14.263682,1,98223-7-1-0.wav,jackhammer,"['mechanical', 'construction_tools', 'jackhammer']"
17913-4-0-0,4,0.0,4.0,1,17913-4-0-0.wav,drilling,"['mechanical', 'construction_tools', 'drilling']"
134717-0-0-27,0,13.5,17.5,1,134717-0-0-27.wav,air_conditioner,"['mechanical', 'machinery', 'air_conditioner']"
72261-3-0-23,3,12.973879,16.973879,1,72261-3-0-23.wav,dog_bark,"['human_animal', 'animal', 'dog_bark']"
180937-7-2-7,7,255.663479,259.663479,1,180937-7-2-7.wav,jackhammer,"['mechanical', 'construction_tools', 'jackhammer']"
143651-2-0-0,2,0.0,4.0,2,143651-2-0-0.wav,children_playing,"['human_animal', 'human', 'children_playing']"
57320-0-0-31,0,15.5,19.5,2,57320-0-0-31.wav,air_conditioner,"['mechanical', 'machinery', 'air_conditioner']"
54858-3-1-2,3,37.898228,41.898228,1,54858-3-1-2.wav,dog_bark,"['human_animal', 'animal', 'dog_bark']"
98223-7-3-0,7,26.895794,29.739947,1,98223-7-3-0.wav,jackhammer,"['mechanical', 'construction_tools', 'jackhammer']"
17913-4-2-0,4,9.512387,11.458753,1,17913-4-2-0.wav,drilling,"['mechanical', 'construction_tools', 'drilling']"
97317-2-0-28,2,14.0,18.0,1,97317-2-0-28.wav,children_playing,"['human_animal', 'human', 'children_playing']"
134717-0-0-19,0,9.5,13.5,1,134717-0-0-19.wav,air_conditioner,"['mechanical', 'machinery', 'air_conditioner']"
197073-3-4-3,3,11.209271,15.209271,1,197073-3-4-3.wav,dog_bark,"['human_animal', 'animal', 'dog_bark']"
57320-0-0-33,0,16.5,20.5,2,57320-0-0-33.wav,air_conditioner,"['mechanical', 'machinery', 'air_conditioner']"
180937-7-2-5,7,254.663479,258.663479,1,180937-7-2-5.wav,jackhammer,"['mechanical', 'construction_tools', 'jackhammer']"
134717-0-0-25,0,12.5,16.5,1,134717-0-0-25.wav,air_conditioner,"['mechanical', 'machinery', 'air_conditioner']"
57320-0-0-27,0,13.5,17.5,2,57320-0-0-27.wav,air_conditioner,"['mechanical', 'machinery', 'air_conditioner']"
103074-7-4-5,7,63.151482,67.151482,1,103074-7-4-5.wav,jackhammer,"['mechanical', 'construction_tools', 'jackhammer']"
17913-4-0-2,4,1.0,5.0,1,17913-4-0-2.wav,drilling,"['mechanical', 'construction_tools', 'drilling']"
51022-3-29-0,3,44.136601,44.596982,1,51022-3-29-0.wav,dog_bark,"['human_animal', 'animal', 'dog_bark']"
55020-4-0-9,4,4.851364,8.851364,1,55020-4-0-9.wav,drilling,"['mechanical', 'construction_tools', 'drilling']"
157867-8-0-13,8,6.5,10.5,1,157867-8-0-13.wav,siren,"['vehicle', 'vehicle_signal', 'siren']"
180937-7-1-10,7,198.415715,202.415715,1,180937-7-1-10.wav,jackhammer,"['mechanical', 'construction_tools', 'jackhammer']"
55020-4-0-12,4,6.351364,10.351364,1,55020-4-0-12.wav,drilling,"['mechanical', 'construction_tools', 'drilling']"
113205-5-1-7,5,30.54,34.54,1,113205-5-1-7.wav,engine_idling,"['vehicle', 'vehicle_operation', 'engine_idling']"
9031-3-4-0,3,12.423771,13.317866,1,9031-3-4-0.wav,dog_bark,"['human_animal', 'animal', 'dog_bark']"
143651-2-0-16,2,8.0,12.0,2,143651-2-0-16.wav,children_playing,"['human_animal', 'human', 'children_playing']"
180937-7-3-29,7,319.084561,323.084561,2,180937-7-3-29.wav,jackhammer,"['mechanical', 'construction_tools', 'jackhammer']"
180937-7-3-15,7,312.084561,316.084561,2,180937-7-3-15.wav,jackhammer,"['mechanical', 'construction_tools', 'jackhammer']"
182800-2-2-3,2,27.172099,31.172099,1,182800-2-2-3.wav,children_playing,"['human_animal', 'human', 'children_playing']"
103074-7-0-1,7,3.841279,7.841279,1,103074-7-0-1.wav,jackhammer,"['mechanical', 'construction_tools', 'jackhammer']"
159738-8-0-2,8,1.7469869999999998,5.746987,2,159738-8-0-2.wav,siren,"['vehicle', 'vehicle_signal', 'siren']"
197318-6-3-0,6,6.801996,8.759765,1,197318-6-3-0.wav,gun_shot,"['impact', 'hazardous', 'gun_shot']"
194732-9-0-191,9,89.735978,93.735978,1,194732-9-0-191.wav,street_music,"['human_animal', 'human', 'street_music']"
180937-7-4-3,7,464.703523,468.703523,2,180937-7-4-3.wav,jackhammer,"['mechanical', 'construction_tools', 'jackhammer']"
105415-2-0-8,2,4.0,8.0,1,105415-2-0-8.wav,children_playing,"['human_animal', 'human', 'children_playing']"
180937-7-4-2,7,464.203523,468.203523,2,180937-7-4-2.wav,jackhammer,"['mechanical', 'construction_tools', 'jackhammer']"
165645-4-3-0,4,2.888599,3.765705,1,165645-4-3-0.wav,drilling,"['mechanical', 'construction_tools', 'drilling']"
159738-8-0-3,8,2.246987,6.246987,2,159738-8-0-3.wav,siren,"['vehicle', 'vehicle_signal', 'siren']"
155310-3-0-0,3,0.0,2.774785,1,155310-3-0-0.wav,dog_bark,"['human_animal', 'animal', 'dog_bark']"
103074-7-0-0,7,3.341279,7.341279,1,103074-7-0-0.wav,jackhammer,"['mechanical', 'construction_tools', 'jackhammer']"
182800-2-2-2,2,26.672099,30.672099,1,182800-2-2-2.wav,children_playing,"['human_animal', 'human', 'children_playing']"
147764-4-8-0,4,24.676921,25.364209,1,147764-4-8-0.wav,drilling,"['mechanical', 'construction_tools', 'drilling']"
180937-7-3-14,7,311.584561,315.584561,2,180937-7-3-14.wav,jackhammer,"['mechanical', 'construction_tools', 'jackhammer']"
164053-8-3-0,8,49.276156,53.276156,2,164053-8-3-0.wav,siren,"['vehicle', 'vehicle_signal', 'siren']"
180937-7-3-28,7,318.584561,322.584561,2,180937-7-3-28.wav,jackhammer,"['mechanical', 'construction_tools', 'jackhammer']"
113205-5-1-6,5,30.04,34.04,1,113205-5-1-6.wav,engine_idling,"['vehicle', 'vehicle_operation', 'engine_idling']"
182800-2-0-0,2,1.405558,5.405558,1,182800-2-0-0.wav,children_playing,"['human_animal', 'human', 'children_playing']"
26270-9-0-3,9,1.5,5.5,1,26270-9-0-3.wav,street_music,"['human_animal', 'human', 'street_music']"
138015-3-0-5,3,2.5,6.5,1,138015-3-0-5.wav,dog_bark,"['human_animal', 'animal', 'dog_bark']"
55020-4-0-13,4,6.851364,10.851364,1,55020-4-0-13.wav,drilling,"['mechanical', 'construction_tools', 'drilling']"
157867-8-0-12,8,6.0,10.0,1,157867-8-0-12.wav,siren,"['vehicle', 'vehicle_signal', 'siren']"
180937-7-0-6,7,174.272327,178.272327,1,180937-7-0-6.wav,jackhammer,"['mechanical', 'construction_tools', 'jackhammer']"
180937-7-1-11,7,198.915715,202.915715,1,180937-7-1-11.wav,jackhammer,"['mechanical', 'construction_tools', 'jackhammer']"
69304-9-0-12,9,6.0,10.0,2,69304-9-0-12.wav,street_music,"['human_animal', 'human', 'street_music']"
55020-4-0-8,4,4.351364,8.351364,1,55020-4-0-8.wav,drilling,"['mechanical', 'construction_tools', 'drilling']"
192124-2-0-3,2,1.5,5.5,1,192124-2-0-3.wav,children_playing,"['human_animal', 'human', 'children_playing']"
103074-7-4-4,7,62.651482,66.651482,1,103074-7-4-4.wav,jackhammer,"['mechanical', 'construction_tools', 'jackhammer']"
180937-7-2-4,7,254.163479,258.163479,1,180937-7-2-4.wav,jackhammer,"['mechanical', 'construction_tools', 'jackhammer']"
57320-0-0-32,0,16.0,20.0,2,57320-0-0-32.wav,air_conditioner,"['mechanical', 'machinery', 'air_conditioner']"
134717-0-0-24,0,12.0,16.0,1,134717-0-0-24.wav,air_conditioner,"['mechanical', 'machinery', 'air_conditioner']"
134717-0-0-18,0,9.0,13.0,1,134717-0-0-18.wav,air_conditioner,"['mechanical', 'machinery', 'air_conditioner']"
72579-3-0-4,3,5.486718,9.486718,1,72579-3-0-4.wav,dog_bark,"['human_animal', 'animal', 'dog_bark']"
130030-3-0-0,3,0.0,2.594667,1,130030-3-0-0.wav,dog_bark,"['human_animal', 'animal', 'dog_bark']"
177621-0-0-147,0,73.5,77.5,2,177621-0-0-147.wav,air_conditioner,"['mechanical', 'machinery', 'air_conditioner']"
72579-3-0-0,3,3.486718,7.486718,1,72579-3-0-0.wav,dog_bark,"['human_animal', 'animal', 'dog_bark']"
134717-0-0-20,0,10.0,14.0,1,134717-0-0-20.wav,air_conditioner,"['mechanical', 'machinery', 'air_conditioner']"
180937-7-2-0,7,252.163479,256.163479,1,180937-7-2-0.wav,jackhammer,"['mechanical', 'construction_tools', 'jackhammer']"
57320-0-0-36,0,18.0,22.0,2,57320-0-0-36.wav,air_conditioner,"['mechanical', 'machinery', 'air_conditioner']"
57320-0-0-22,0,11.0,15.0,2,57320-0-0-22.wav,air_conditioner,"['mechanical', 'machinery', 'air_conditioner']"
193394-3-0-4,3,2.0,6.0,1,193394-3-0-4.wav,dog_bark,"['human_animal', 'animal', 'dog_bark']"
203356-3-0-0,3,37.465647,41.465647,2,203356-3-0-0.wav,dog_bark,"['human_animal', 'animal', 'dog_bark']"
103074-7-4-0,7,60.651482,64.651482,1,103074-7-4-0.wav,jackhammer,"['mechanical', 'construction_tools', 'jackhammer']"
192124-2-0-7,2,3.5,7.5,1,192124-2-0-7.wav,children_playing,"['human_animal', 'human', 'children_playing']"
180937-7-1-15,7,200.915715,204.915715,1,180937-7-1-15.wav,jackhammer,"['mechanical', 'construction_tools', 'jackhammer']"
180937-7-0-2,7,172.272327,176.272327,1,180937-7-0-2.wav,jackhammer,"['mechanical', 'construction_tools', 'jackhammer']"
99180-9-0-0,9,0.0,4.0,1,99180-9-0-0.wav,street_music,"['human_animal', 'human', 'street_music']"
157867-8-0-16,8,8.0,12.0,1,157867-8-0-16.wav,siren,"['vehicle', 'vehicle_signal', 'siren']"
138015-3-0-1,3,0.5,4.5,1,138015-3-0-1.wav,dog_bark,"['human_animal', 'animal', 'dog_bark']"
113205-5-1-2,5,28.04,32.04,1,113205-5-1-2.wav,engine_idling,"['vehicle', 'vehicle_operation', 'engine_idling']"
17592-5-1-1,5,9.421326,13.421326,1,17592-5-1-1.wav,engine_idling,"['vehicle', 'vehicle_operation', 'engine_idling']"
180937-7-3-10,7,309.584561,313.584561,2,180937-7-3-10.wav,jackhammer,"['mechanical', 'construction_tools', 'jackhammer']"
46669-4-0-10,4,5.0,9.0,1,46669-4-0-10.wav,drilling,"['mechanical', 'construction_tools', 'drilling']"
137156-9-0-5,9,2.5,6.5,1,137156-9-0-5.wav,street_music,"['human_animal', 'human', 'street_music']"
161702-9-0-6,9,3.0,7.0,1,161702-9-0-6.wav,street_music,"['human_animal', 'human', 'street_music']"
31840-3-0-0,3,0.020035,3.546214,1,31840-3-0-0.wav,dog_bark,"['human_animal', 'animal', 'dog_bark']"
180937-7-4-6,7,466.203523,470.203523,2,180937-7-4-6.wav,jackhammer,"['mechanical', 'construction_tools', 'jackhammer']"
174276-7-3-0,7,14.603694,18.603694,1,174276-7-3-0.wav,jackhammer,"['mechanical', 'construction_tools', 'jackhammer']"
51022-3-30-4,3,46.647024,50.647024,2,51022-3-30-4.wav,dog_bark,"['human_animal', 'animal', 'dog_bark']"
159738-8-0-7,8,4.246987,8.246987,2,159738-8-0-7.wav,siren,"['vehicle', 'vehicle_signal', 'siren']"
132016-9-0-16,9,54.661108,58.661108,2,132016-9-0-16.wav,street_music,"['human_animal', 'human', 'street_music']"
21684-9-0-50,9,25.0,29.0,1,21684-9-0-50.wav,street_music,"['human_animal', 'human', 'street_music']"
159738-8-0-6,8,3.746987,7.746987,2,159738-8-0-6.wav,siren,"['vehicle', 'vehicle_signal', 'siren']"
180937-7-4-7,7,466.703523,470.703523,2,180937-7-4-7.wav,jackhammer,"['mechanical', 'construction_tools', 'jackhammer']"
46669-4-0-39,4,19.5,23.5,1,46669-4-0-39.wav,drilling,"['mechanical', 'construction_tools', 'drilling']"
17592-5-1-0,5,8.921326,12.921326,1,17592-5-1-0.wav,engine_idling,"['vehicle', 'vehicle_operation', 'engine_idling']"
180937-7-3-11,7,310.084561,314.084561,2,180937-7-3-11.wav,jackhammer,"['mechanical', 'construction_tools', 'jackhammer']"
113205-5-1-3,5,28.54,32.54,1,113205-5-1-3.wav,engine_idling,"['vehicle', 'vehicle_operation', 'engine_idling']"
98223-7-7-0,7,45.939253,48.165112,1,98223-7-7-0.wav,jackhammer,"['mechanical', 'construction_tools', 'jackhammer']"
197318-6-7-0,6,20.054592,21.886864,1,197318-6-7-0.wav,gun_shot,"['impact', 'hazardous', 'gun_shot']"
180937-7-1-14,7,200.415715,204.415715,1,180937-7-1-14.wav,jackhammer,"['mechanical', 'construction_tools', 'jackhammer']"
157867-8-0-17,8,8.5,12.5,1,157867-8-0-17.wav,siren,"['vehicle', 'vehicle_signal', 'siren']"
103074-7-4-1,7,61.151482,65.151482,1,103074-7-4-1.wav,jackhammer,"['mechanical', 'construction_tools', 'jackhammer']"
203356-3-0-1,3,37.965647,41.965647,2,203356-3-0-1.wav,dog_bark,"['human_animal', 'animal', 'dog_bark']"
174294-6-0-0,6,0.0,2.535721,1,174294-6-0-0.wav,gun_shot,"['impact', 'hazardous', 'gun_shot']"
99180-9-0-36,9,18.0,22.0,1,99180-9-0-36.wav,street_music,"['human_animal', 'human', 'street_music']"
134717-0-0-21,0,10.5,14.5,1,134717-0-0-21.wav,air_conditioner,"['mechanical', 'machinery', 'air_conditioner']"
57320-0-0-37,0,18.5,22.5,2,57320-0-0-37.wav,air_conditioner,"['mechanical', 'machinery', 'air_conditioner']"
180937-7-2-1,7,252.663479,256.663479,1,180937-7-2-1.wav,jackhammer,"['mechanical', 'construction_tools', 'jackhammer']"
162540-1-2-0,1,10.207327,10.672773,1,162540-1-2-0.wav,car_horn,"['vehicle', 'vehicle_signal', 'car_horn']"
57553-3-0-0,3,0.0,1.715423,2,57553-3-0-0.wav,dog_bark,"['human_animal', 'animal', 'dog_bark']"
138031-2-0-23,2,11.5,15.5,1,138031-2-0-23.wav,children_playing,"['human_animal', 'human', 'children_playing']"
174294-6-2-0,6,10.046368,13.126084,1,174294-6-2-0.wav,gun_shot,"['impact', 'hazardous', 'gun_shot']"
72579-3-0-3,3,4.986718,8.986718,1,72579-3-0-3.wav,dog_bark,"['human_animal', 'animal', 'dog_bark']"
57320-0-0-21,0,10.5,14.5,2,57320-0-0-21.wav,air_conditioner,"['mechanical', 'machinery', 'air_conditioner']"
180937-7-2-3,7,253.663479,257.663479,1,180937-7-2-3.wav,jackhammer,"['mechanical', 'construction_tools', 'jackhammer']"
72261-3-0-27,3,14.973879,18.973879,1,72261-3-0-27.wav,dog_bark,"['human_animal', 'animal', 'dog_bark']"
134717-0-0-23,0,11.5,15.5,1,134717-0-0-23.wav,air_conditioner,"['mechanical', 'machinery', 'air_conditioner']"
197318-6-5-0,6,13.70439,15.411163,1,197318-6-5-0.wav,gun_shot,"['impact', 'hazardous', 'gun_shot']"
146186-5-0-8,5,4.0,8.0,1,146186-5-0-8.wav,engine_idling,"['vehicle', 'vehicle_operation', 'engine_idling']"
162540-1-0-0,1,1.25562,1.618235,1,162540-1-0-0.wav,car_horn,"['vehicle', 'vehicle_signal', 'car_horn']"
160094-3-0-0,3,0.120695,0.313453,1,160094-3-0-0.wav,dog_bark,"['human_animal', 'animal', 'dog_bark']"
57553-3-2-0,3,13.063603,14.279479,2,57553-3-2-0.wav,dog_bark,"['human_animal', 'animal', 'dog_bark']"
193394-3-0-7,3,3.5,7.5,1,193394-3-0-7.wav,dog_bark,"['human_animal', 'animal', 'dog_bark']"
192124-2-0-4,2,2.0,6.0,1,192124-2-0-4.wav,children_playing,"['human_animal', 'human', 'children_playing']"
9031-3-2-0,3,6.7577,9.055317,1,9031-3-2-0.wav,dog_bark,"['human_animal', 'animal', 'dog_bark']"
203356-3-0-3,3,38.965647,42.965647,2,203356-3-0-3.wav,dog_bark,"['human_animal', 'animal', 'dog_bark']"
103074-7-4-3,7,62.151482,66.151482,1,103074-7-4-3.wav,jackhammer,"['mechanical', 'construction_tools', 'jackhammer']"
55020-4-0-14,4,7.351364,11.351364,1,55020-4-0-14.wav,drilling,"['mechanical', 'construction_tools', 'drilling']"
43806-8-0-0,8,0.0,4.0,1,43806-8-0-0.wav,siren,"['vehicle', 'vehicle_signal', 'siren']"
157867-8-0-15,8,7.5,11.5,1,157867-8-0-15.wav,siren,"['vehicle', 'vehicle_signal', 'siren']"
180937-7-0-1,7,171.772327,175.772327,1,180937-7-0-1.wav,jackhammer,"['mechanical', 'construction_tools', 'jackhammer']"
69304-9-0-15,9,7.5,11.5,2,69304-9-0-15.wav,street_music,"['human_animal', 'human', 'street_music']"
172314-9-0-22,9,11.0,15.0,2,172314-9-0-22.wav,street_music,"['human_animal', 'human', 'street_music']"
101415-3-0-3,3,1.5,5.5,1,101415-3-0-3.wav,dog_bark,"['human_animal', 'animal', 'dog_bark']"
113205-5-1-1,5,27.54,31.54,1,113205-5-1-1.wav,engine_idling,"['vehicle', 'vehicle_operation', 'engine_idling']"
180937-7-3-13,7,311.084561,315.084561,2,180937-7-3-13.wav,jackhammer,"['mechanical', 'construction_tools', 'jackhammer']"
17592-5-1-2,5,9.921326,13.921326,1,17592-5-1-2.wav,engine_idling,"['vehicle', 'vehicle_operation', 'engine_idling']"
179867-1-0-0,1,0.025482,0.566271,1,179867-1-0-0.wav,car_horn,"['vehicle', 'vehicle_signal', 'car_horn']"
94868-1-1-0,1,1.076489,1.468143,1,94868-1-1-0.wav,car_horn,"['vehicle', 'vehicle_signal', 'car_horn']"
98223-7-5-0,7,36.232035,38.457894,1,98223-7-5-0.wav,jackhammer,"['mechanical', 'construction_tools', 'jackhammer']"
180937-7-4-5,7,465.703523,469.703523,2,180937-7-4-5.wav,jackhammer,"['mechanical', 'construction_tools', 'jackhammer']"
159738-8-0-4,8,2.746987,6.746987,2,159738-8-0-4.wav,siren,"['vehicle', 'vehicle_signal', 'siren']"
159738-8-0-5,8,3.246987,7.246987,2,159738-8-0-5.wav,siren,"['vehicle', 'vehicle_signal', 'siren']"
43786-3-0-0,3,0.536063,1.142558,1,43786-3-0-0.wav,dog_bark,"['human_animal', 'animal', 'dog_bark']"
132016-9-0-14,9,53.661108,57.661108,2,132016-9-0-14.wav,street_music,"['human_animal', 'human', 'street_music']"
180937-7-4-4,7,465.203523,469.203523,2,180937-7-4-4.wav,jackhammer,"['mechanical', 'construction_tools', 'jackhammer']"
197073-3-0-0,3,0.0,0.6576,1,197073-3-0-0.wav,dog_bark,"['human_animal', 'animal', 'dog_bark']"
180937-7-3-12,7,310.584561,314.584561,2,180937-7-3-12.wav,jackhammer,"['mechanical', 'construction_tools', 'jackhammer']"
17592-5-1-3,5,10.421326,14.421326,1,17592-5-1-3.wav,engine_idling,"['vehicle', 'vehicle_operation', 'engine_idling']"
174276-7-1-0,7,4.651294,7.113743,1,174276-7-1-0.wav,jackhammer,"['mechanical', 'construction_tools', 'jackhammer']"
143651-2-0-39,2,19.5,23.5,2,143651-2-0-39.wav,children_playing,"['human_animal', 'human', 'children_playing']"
113205-5-1-0,5,27.04,31.04,1,113205-5-1-0.wav,engine_idling,"['vehicle', 'vehicle_operation', 'engine_idling']"
101415-3-0-2,3,1.0,5.0,1,101415-3-0-2.wav,dog_bark,"['human_animal', 'animal', 'dog_bark']"
157867-8-0-28,8,14.0,18.0,1,157867-8-0-28.wav,siren,"['vehicle', 'vehicle_signal', 'siren']"
69304-9-0-14,9,7.0,11.0,2,69304-9-0-14.wav,street_music,"['human_animal', 'human', 'street_music']"
157867-8-0-14,8,7.0,11.0,1,157867-8-0-14.wav,siren,"['vehicle', 'vehicle_signal', 'siren']"
99180-9-0-2,9,1.0,5.0,1,99180-9-0-2.wav,street_music,"['human_animal', 'human', 'street_music']"
180937-7-0-0,7,171.272327,175.272327,1,180937-7-0-0.wav,jackhammer,"['mechanical', 'construction_tools', 'jackhammer']"
86278-6-0-0,6,0.242924,1.384127,1,86278-6-0-0.wav,gun_shot,"['impact', 'hazardous', 'gun_shot']"
197318-6-11-0,6,33.909579,35.741851,1,197318-6-11-0.wav,gun_shot,"['impact', 'hazardous', 'gun_shot']"
192124-2-0-5,2,2.5,6.5,1,192124-2-0-5.wav,children_playing,"['human_animal', 'human', 'children_playing']"
103074-7-4-2,7,61.651482,65.651482,1,103074-7-4-2.wav,jackhammer,"['mechanical', 'construction_tools', 'jackhammer']"
203356-3-0-2,3,38.465647,42.465647,2,203356-3-0-2.wav,dog_bark,"['human_animal', 'animal', 'dog_bark']"
165642-4-0-0,4,0.0,4.0,1,165642-4-0-0.wav,drilling,"['mechanical', 'construction_tools', 'drilling']"
146186-5-0-9,5,4.5,8.5,1,146186-5-0-9.wav,engine_idling,"['vehicle', 'vehicle_operation', 'engine_idling']"
57320-0-0-34,0,17.0,21.0,2,57320-0-0-34.wav,air_conditioner,"['mechanical', 'machinery', 'air_conditioner']"
180937-7-2-2,7,253.163479,257.163479,1,180937-7-2-2.wav,jackhammer,"['mechanical', 'construction_tools', 'jackhammer']"
134717-0-0-22,0,11.0,15.0,1,134717-0-0-22.wav,air_conditioner,"['mechanical', 'machinery', 'air_conditioner']"
165645-4-5-0,4,5.402967,6.416511,1,165645-4-5-0.wav,drilling,"['mechanical', 'construction_tools', 'drilling']"
135776-2-0-65,2,32.5,36.5,2,135776-2-0-65.wav,children_playing,"['human_animal', 'human', 'children_playing']"
72579-3-0-2,3,4.486718,8.486718,1,72579-3-0-2.wav,dog_bark,"['human_animal', 'animal', 'dog_bark']"
177621-0-0-145,0,72.5,76.5,2,177621-0-0-145.wav,air_conditioner,"['mechanical', 'machinery', 'air_conditioner']"
138031-2-0-22,2,11.0,15.0,1,138031-2-0-22.wav,children_playing,"['human_animal', 'human', 'children_playing']"
143604-5-0-0,5,3.311464,5.678107,1,143604-5-0-0.wav,engine_idling,"['vehicle', 'vehicle_operation', 'engine_idling']"
103074-7-1-1,7,23.017317,27.017317,1,103074-7-1-1.wav,jackhammer,"['mechanical', 'construction_tools', 'jackhammer']"
138031-2-0-45,2,22.5,26.5,1,138031-2-0-45.wav,children_playing,"['human_animal', 'human', 'children_playing']"
197318-6-2-0,6,4.417532,6.350202,1,197318-6-2-0.wav,gun_shot,"['impact', 'hazardous', 'gun_shot']"
