clip_id,audio_path,class_id,class_label,fold,hierarchy
57320-0-0-31,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/57320-0-0-31.wav,0,air_conditioner,1,"['mechanical', 'machinery', 'air_conditioner']"
54858-3-1-2,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/54858-3-1-2.wav,3,dog_bark,1,"['human_animal', 'animal', 'dog_bark']"
98223-7-3-0,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/98223-7-3-0.wav,7,jackhammer,1,"['mechanical', 'construction_tools', 'jackhammer']"
17913-4-2-0,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/17913-4-2-0.wav,4,drilling,1,"['mechanical', 'construction_tools', 'drilling']"
97317-2-0-28,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/97317-2-0-28.wav,2,children_playing,1,"['human_animal', 'human', 'children_playing']"
134717-0-0-19,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/134717-0-0-19.wav,0,air_conditioner,1,"['mechanical', 'machinery', 'air_conditioner']"
197073-3-4-3,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/197073-3-4-3.wav,3,dog_bark,1,"['human_animal', 'animal', 'dog_bark']"
57320-0-0-33,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/57320-0-0-33.wav,0,air_conditioner,1,"['mechanical', 'machinery', 'air_conditioner']"
180937-7-2-5,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/180937-7-2-5.wav,7,jackhammer,1,"['mechanical', 'construction_tools', 'jackhammer']"
134717-0-0-25,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/134717-0-0-25.wav,0,air_conditioner,1,"['mechanical', 'machinery', 'air_conditioner']"
57320-0-0-27,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/57320-0-0-27.wav,0,air_conditioner,1,"['mechanical', 'machinery', 'air_conditioner']"
103074-7-4-5,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/103074-7-4-5.wav,7,jackhammer,1,"['mechanical', 'construction_tools', 'jackhammer']"
17913-4-0-2,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/17913-4-0-2.wav,4,drilling,1,"['mechanical', 'construction_tools', 'drilling']"
51022-3-29-0,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/51022-3-29-0.wav,3,dog_bark,1,"['human_animal', 'animal', 'dog_bark']"
55020-4-0-9,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/55020-4-0-9.wav,4,drilling,1,"['mechanical', 'construction_tools', 'drilling']"
157867-8-0-13,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/157867-8-0-13.wav,8,siren,1,"['vehicle', 'vehicle_signal', 'siren']"
180937-7-1-10,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/180937-7-1-10.wav,7,jackhammer,1,"['mechanical', 'construction_tools', 'jackhammer']"
55020-4-0-12,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/55020-4-0-12.wav,4,drilling,1,"['mechanical', 'construction_tools', 'drilling']"
113205-5-1-7,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/113205-5-1-7.wav,5,engine_idling,1,"['vehicle', 'vehicle_operation', 'engine_idling']"
9031-3-4-0,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/9031-3-4-0.wav,3,dog_bark,1,"['human_animal', 'animal', 'dog_bark']"
143651-2-0-16,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/143651-2-0-16.wav,2,children_playing,1,"['human_animal', 'human', 'children_playing']"
180937-7-3-29,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/180937-7-3-29.wav,7,jackhammer,1,"['mechanical', 'construction_tools', 'jackhammer']"
180937-7-3-15,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/180937-7-3-15.wav,7,jackhammer,1,"['mechanical', 'construction_tools', 'jackhammer']"
182800-2-2-3,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/182800-2-2-3.wav,2,children_playing,1,"['human_animal', 'human', 'children_playing']"
103074-7-0-1,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/103074-7-0-1.wav,7,jackhammer,1,"['mechanical', 'construction_tools', 'jackhammer']"
159738-8-0-2,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/159738-8-0-2.wav,8,siren,1,"['vehicle', 'vehicle_signal', 'siren']"
197318-6-3-0,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/197318-6-3-0.wav,6,gun_shot,1,"['impact', 'hazardous', 'gun_shot']"
194732-9-0-191,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/194732-9-0-191.wav,9,street_music,1,"['human_animal', 'human', 'street_music']"
180937-7-4-3,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/180937-7-4-3.wav,7,jackhammer,1,"['mechanical', 'construction_tools', 'jackhammer']"
105415-2-0-8,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/105415-2-0-8.wav,2,children_playing,1,"['human_animal', 'human', 'children_playing']"
180937-7-4-2,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/180937-7-4-2.wav,7,jackhammer,1,"['mechanical', 'construction_tools', 'jackhammer']"
165645-4-3-0,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/165645-4-3-0.wav,4,drilling,1,"['mechanical', 'construction_tools', 'drilling']"
159738-8-0-3,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/159738-8-0-3.wav,8,siren,1,"['vehicle', 'vehicle_signal', 'siren']"
155310-3-0-0,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/155310-3-0-0.wav,3,dog_bark,1,"['human_animal', 'animal', 'dog_bark']"
103074-7-0-0,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/103074-7-0-0.wav,7,jackhammer,1,"['mechanical', 'construction_tools', 'jackhammer']"
182800-2-2-2,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/182800-2-2-2.wav,2,children_playing,1,"['human_animal', 'human', 'children_playing']"
147764-4-8-0,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/147764-4-8-0.wav,4,drilling,1,"['mechanical', 'construction_tools', 'drilling']"
180937-7-3-14,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/180937-7-3-14.wav,7,jackhammer,1,"['mechanical', 'construction_tools', 'jackhammer']"
164053-8-3-0,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/164053-8-3-0.wav,8,siren,1,"['vehicle', 'vehicle_signal', 'siren']"
180937-7-3-28,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/180937-7-3-28.wav,7,jackhammer,1,"['mechanical', 'construction_tools', 'jackhammer']"
113205-5-1-6,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/113205-5-1-6.wav,5,engine_idling,1,"['vehicle', 'vehicle_operation', 'engine_idling']"
182800-2-0-0,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/182800-2-0-0.wav,2,children_playing,1,"['human_animal', 'human', 'children_playing']"
26270-9-0-3,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/26270-9-0-3.wav,9,street_music,1,"['human_animal', 'human', 'street_music']"
138015-3-0-5,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/138015-3-0-5.wav,3,dog_bark,1,"['human_animal', 'animal', 'dog_bark']"
55020-4-0-13,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/55020-4-0-13.wav,4,drilling,1,"['mechanical', 'construction_tools', 'drilling']"
157867-8-0-12,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/157867-8-0-12.wav,8,siren,1,"['vehicle', 'vehicle_signal', 'siren']"
180937-7-0-6,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/180937-7-0-6.wav,7,jackhammer,1,"['mechanical', 'construction_tools', 'jackhammer']"
180937-7-1-11,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/180937-7-1-11.wav,7,jackhammer,1,"['mechanical', 'construction_tools', 'jackhammer']"
69304-9-0-12,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/69304-9-0-12.wav,9,street_music,1,"['human_animal', 'human', 'street_music']"
55020-4-0-8,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/55020-4-0-8.wav,4,drilling,1,"['mechanical', 'construction_tools', 'drilling']"
192124-2-0-3,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/192124-2-0-3.wav,2,children_playing,1,"['human_animal', 'human', 'children_playing']"
103074-7-4-4,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/103074-7-4-4.wav,7,jackhammer,1,"['mechanical', 'construction_tools', 'jackhammer']"
180937-7-2-4,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/180937-7-2-4.wav,7,jackhammer,1,"['mechanical', 'construction_tools', 'jackhammer']"
57320-0-0-32,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/57320-0-0-32.wav,0,air_conditioner,1,"['mechanical', 'machinery', 'air_conditioner']"
134717-0-0-24,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/134717-0-0-24.wav,0,air_conditioner,1,"['mechanical', 'machinery', 'air_conditioner']"
134717-0-0-18,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/134717-0-0-18.wav,0,air_conditioner,1,"['mechanical', 'machinery', 'air_conditioner']"
72579-3-0-4,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/72579-3-0-4.wav,3,dog_bark,1,"['human_animal', 'animal', 'dog_bark']"
130030-3-0-0,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/130030-3-0-0.wav,3,dog_bark,1,"['human_animal', 'animal', 'dog_bark']"
177621-0-0-147,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/177621-0-0-147.wav,0,air_conditioner,1,"['mechanical', 'machinery', 'air_conditioner']"
72579-3-0-0,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/72579-3-0-0.wav,3,dog_bark,1,"['human_animal', 'animal', 'dog_bark']"
134717-0-0-20,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/134717-0-0-20.wav,0,air_conditioner,1,"['mechanical', 'machinery', 'air_conditioner']"
180937-7-2-0,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/180937-7-2-0.wav,7,jackhammer,1,"['mechanical', 'construction_tools', 'jackhammer']"
57320-0-0-36,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/57320-0-0-36.wav,0,air_conditioner,1,"['mechanical', 'machinery', 'air_conditioner']"
57320-0-0-22,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/57320-0-0-22.wav,0,air_conditioner,1,"['mechanical', 'machinery', 'air_conditioner']"
193394-3-0-4,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/193394-3-0-4.wav,3,dog_bark,1,"['human_animal', 'animal', 'dog_bark']"
203356-3-0-0,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/203356-3-0-0.wav,3,dog_bark,1,"['human_animal', 'animal', 'dog_bark']"
103074-7-4-0,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/103074-7-4-0.wav,7,jackhammer,1,"['mechanical', 'construction_tools', 'jackhammer']"
192124-2-0-7,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/192124-2-0-7.wav,2,children_playing,1,"['human_animal', 'human', 'children_playing']"
180937-7-1-15,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/180937-7-1-15.wav,7,jackhammer,1,"['mechanical', 'construction_tools', 'jackhammer']"
180937-7-0-2,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/180937-7-0-2.wav,7,jackhammer,1,"['mechanical', 'construction_tools', 'jackhammer']"
99180-9-0-0,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/99180-9-0-0.wav,9,street_music,1,"['human_animal', 'human', 'street_music']"
157867-8-0-16,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/157867-8-0-16.wav,8,siren,1,"['vehicle', 'vehicle_signal', 'siren']"
138015-3-0-1,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/138015-3-0-1.wav,3,dog_bark,1,"['human_animal', 'animal', 'dog_bark']"
113205-5-1-2,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/113205-5-1-2.wav,5,engine_idling,1,"['vehicle', 'vehicle_operation', 'engine_idling']"
17592-5-1-1,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/17592-5-1-1.wav,5,engine_idling,1,"['vehicle', 'vehicle_operation', 'engine_idling']"
180937-7-3-10,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/180937-7-3-10.wav,7,jackhammer,1,"['mechanical', 'construction_tools', 'jackhammer']"
46669-4-0-10,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/46669-4-0-10.wav,4,drilling,1,"['mechanical', 'construction_tools', 'drilling']"
137156-9-0-5,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/137156-9-0-5.wav,9,street_music,1,"['human_animal', 'human', 'street_music']"
161702-9-0-6,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/161702-9-0-6.wav,9,street_music,1,"['human_animal', 'human', 'street_music']"
31840-3-0-0,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/31840-3-0-0.wav,3,dog_bark,1,"['human_animal', 'animal', 'dog_bark']"
180937-7-4-6,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/180937-7-4-6.wav,7,jackhammer,1,"['mechanical', 'construction_tools', 'jackhammer']"
174276-7-3-0,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/174276-7-3-0.wav,7,jackhammer,1,"['mechanical', 'construction_tools', 'jackhammer']"
51022-3-30-4,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/51022-3-30-4.wav,3,dog_bark,1,"['human_animal', 'animal', 'dog_bark']"
159738-8-0-7,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/159738-8-0-7.wav,8,siren,1,"['vehicle', 'vehicle_signal', 'siren']"
132016-9-0-16,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/132016-9-0-16.wav,9,street_music,1,"['human_animal', 'human', 'street_music']"
21684-9-0-50,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/21684-9-0-50.wav,9,street_music,1,"['human_animal', 'human', 'street_music']"
159738-8-0-6,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/159738-8-0-6.wav,8,siren,1,"['vehicle', 'vehicle_signal', 'siren']"
180937-7-4-7,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/180937-7-4-7.wav,7,jackhammer,1,"['mechanical', 'construction_tools', 'jackhammer']"
46669-4-0-39,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/46669-4-0-39.wav,4,drilling,1,"['mechanical', 'construction_tools', 'drilling']"
17592-5-1-0,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/17592-5-1-0.wav,5,engine_idling,1,"['vehicle', 'vehicle_operation', 'engine_idling']"
180937-7-3-11,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/180937-7-3-11.wav,7,jackhammer,1,"['mechanical', 'construction_tools', 'jackhammer']"
113205-5-1-3,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/113205-5-1-3.wav,5,engine_idling,1,"['vehicle', 'vehicle_operation', 'engine_idling']"
98223-7-7-0,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/98223-7-7-0.wav,7,jackhammer,1,"['mechanical', 'construction_tools', 'jackhammer']"
197318-6-7-0,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/197318-6-7-0.wav,6,gun_shot,1,"['impact', 'hazardous', 'gun_shot']"
180937-7-1-14,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/180937-7-1-14.wav,7,jackhammer,1,"['mechanical', 'construction_tools', 'jackhammer']"
157867-8-0-17,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/157867-8-0-17.wav,8,siren,1,"['vehicle', 'vehicle_signal', 'siren']"
103074-7-4-1,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/103074-7-4-1.wav,7,jackhammer,1,"['mechanical', 'construction_tools', 'jackhammer']"
203356-3-0-1,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/203356-3-0-1.wav,3,dog_bark,1,"['human_animal', 'animal', 'dog_bark']"
174294-6-0-0,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/174294-6-0-0.wav,6,gun_shot,1,"['impact', 'hazardous', 'gun_shot']"
99180-9-0-36,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/99180-9-0-36.wav,9,street_music,1,"['human_animal', 'human', 'street_music']"
134717-0-0-21,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/134717-0-0-21.wav,0,air_conditioner,1,"['mechanical', 'machinery', 'air_conditioner']"
57320-0-0-37,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/57320-0-0-37.wav,0,air_conditioner,1,"['mechanical', 'machinery', 'air_conditioner']"
180937-7-2-1,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/180937-7-2-1.wav,7,jackhammer,1,"['mechanical', 'construction_tools', 'jackhammer']"
162540-1-2-0,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/162540-1-2-0.wav,1,car_horn,1,"['vehicle', 'vehicle_signal', 'car_horn']"
57553-3-0-0,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/57553-3-0-0.wav,3,dog_bark,1,"['human_animal', 'animal', 'dog_bark']"
138031-2-0-23,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/138031-2-0-23.wav,2,children_playing,1,"['human_animal', 'human', 'children_playing']"
174294-6-2-0,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/174294-6-2-0.wav,6,gun_shot,1,"['impact', 'hazardous', 'gun_shot']"
72579-3-0-3,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/72579-3-0-3.wav,3,dog_bark,1,"['human_animal', 'animal', 'dog_bark']"
57320-0-0-21,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/57320-0-0-21.wav,0,air_conditioner,1,"['mechanical', 'machinery', 'air_conditioner']"
180937-7-2-3,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/180937-7-2-3.wav,7,jackhammer,1,"['mechanical', 'construction_tools', 'jackhammer']"
72261-3-0-27,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/72261-3-0-27.wav,3,dog_bark,1,"['human_animal', 'animal', 'dog_bark']"
134717-0-0-23,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/134717-0-0-23.wav,0,air_conditioner,1,"['mechanical', 'machinery', 'air_conditioner']"
197318-6-5-0,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/197318-6-5-0.wav,6,gun_shot,1,"['impact', 'hazardous', 'gun_shot']"
146186-5-0-8,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/146186-5-0-8.wav,5,engine_idling,1,"['vehicle', 'vehicle_operation', 'engine_idling']"
162540-1-0-0,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/162540-1-0-0.wav,1,car_horn,1,"['vehicle', 'vehicle_signal', 'car_horn']"
160094-3-0-0,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/160094-3-0-0.wav,3,dog_bark,1,"['human_animal', 'animal', 'dog_bark']"
57553-3-2-0,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/57553-3-2-0.wav,3,dog_bark,1,"['human_animal', 'animal', 'dog_bark']"
193394-3-0-7,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/193394-3-0-7.wav,3,dog_bark,1,"['human_animal', 'animal', 'dog_bark']"
192124-2-0-4,/Users/aleks/sound_datasets/urbansound8k/audio/fold1/192124-2-0-4.wav,2,children_playing,1,"['human_animal', 'human', 'children_playing']"
